order,viable_route,aborted_at_step,failure_mode
apop_buffer -> amplify -> CDKN2A_loss -> progenitor -> immortalize -> fusion,True,,
apop_buffer -> amplify -> fusion -> CDKN2A_loss -> immortalize -> progenitor,True,,
apop_buffer -> amplify -> fusion -> CDKN2A_loss -> progenitor -> immortalize,True,,
apop_buffer -> amplify -> fusion -> immortalize -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> amplify -> fusion -> immortalize -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> amplify -> fusion -> progenitor -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> amplify -> fusion -> progenitor -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> amplify -> immortalize -> CDKN2A_loss -> fusion -> progenitor,True,,
apop_buffer -> amplify -> immortalize -> CDKN2A_loss -> progenitor -> fusion,True,,
apop_buffer -> amplify -> immortalize -> fusion -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> amplify -> immortalize -> fusion -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> amplify -> immortalize -> progenitor -> CDKN2A_loss -> fusion,True,,
apop_buffer -> amplify -> immortalize -> progenitor -> fusion -> CDKN2A_loss,True,,
apop_buffer -> amplify -> progenitor -> CDKN2A_loss -> fusion -> immortalize,True,,
apop_buffer -> amplify -> progenitor -> CDKN2A_loss -> immortalize -> fusion,True,,
apop_buffer -> amplify -> progenitor -> fusion -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> amplify -> progenitor -> fusion -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> amplify -> progenitor -> immortalize -> CDKN2A_loss -> fusion,True,,
apop_buffer -> amplify -> progenitor -> immortalize -> fusion -> CDKN2A_loss,True,,
apop_buffer -> fusion -> CDKN2A_loss -> amplify -> immortalize -> progenitor,True,,
apop_buffer -> fusion -> CDKN2A_loss -> amplify -> progenitor -> immortalize,True,,
apop_buffer -> fusion -> CDKN2A_loss -> immortalize -> amplify -> progenitor,True,,
apop_buffer -> fusion -> CDKN2A_loss -> immortalize -> progenitor -> amplify,True,,
apop_buffer -> fusion -> CDKN2A_loss -> progenitor -> amplify -> immortalize,True,,
apop_buffer -> fusion -> CDKN2A_loss -> progenitor -> immortalize -> amplify,True,,
apop_buffer -> fusion -> amplify -> CDKN2A_loss -> immortalize -> progenitor,True,,
apop_buffer -> fusion -> amplify -> CDKN2A_loss -> progenitor -> immortalize,True,,
apop_buffer -> fusion -> amplify -> immortalize -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> fusion -> amplify -> immortalize -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> fusion -> amplify -> progenitor -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> fusion -> amplify -> progenitor -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> fusion -> immortalize -> CDKN2A_loss -> amplify -> progenitor,True,,
apop_buffer -> fusion -> immortalize -> CDKN2A_loss -> progenitor -> amplify,True,,
apop_buffer -> fusion -> immortalize -> amplify -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> fusion -> immortalize -> amplify -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> fusion -> immortalize -> progenitor -> CDKN2A_loss -> amplify,True,,
apop_buffer -> fusion -> immortalize -> progenitor -> amplify -> CDKN2A_loss,True,,
apop_buffer -> fusion -> progenitor -> CDKN2A_loss -> amplify -> immortalize,True,,
apop_buffer -> fusion -> progenitor -> CDKN2A_loss -> immortalize -> amplify,True,,
apop_buffer -> fusion -> progenitor -> amplify -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> fusion -> progenitor -> amplify -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> fusion -> progenitor -> immortalize -> CDKN2A_loss -> amplify,True,,
apop_buffer -> fusion -> progenitor -> immortalize -> amplify -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> amplify -> fusion -> progenitor,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> amplify -> progenitor -> fusion,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> fusion -> amplify -> progenitor,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> fusion -> progenitor -> amplify,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> progenitor -> amplify -> fusion,True,,
apop_buffer -> immortalize -> CDKN2A_loss -> progenitor -> fusion -> amplify,True,,
apop_buffer -> immortalize -> amplify -> CDKN2A_loss -> fusion -> progenitor,True,,
apop_buffer -> immortalize -> amplify -> CDKN2A_loss -> progenitor -> fusion,True,,
apop_buffer -> immortalize -> amplify -> fusion -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> immortalize -> amplify -> fusion -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> amplify -> progenitor -> CDKN2A_loss -> fusion,True,,
apop_buffer -> immortalize -> amplify -> progenitor -> fusion -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> fusion -> CDKN2A_loss -> amplify -> progenitor,True,,
apop_buffer -> immortalize -> fusion -> CDKN2A_loss -> progenitor -> amplify,True,,
apop_buffer -> immortalize -> fusion -> amplify -> CDKN2A_loss -> progenitor,True,,
apop_buffer -> immortalize -> fusion -> amplify -> progenitor -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> fusion -> progenitor -> CDKN2A_loss -> amplify,True,,
apop_buffer -> immortalize -> fusion -> progenitor -> amplify -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> progenitor -> CDKN2A_loss -> amplify -> fusion,True,,
apop_buffer -> immortalize -> progenitor -> CDKN2A_loss -> fusion -> amplify,True,,
apop_buffer -> immortalize -> progenitor -> amplify -> CDKN2A_loss -> fusion,True,,
apop_buffer -> immortalize -> progenitor -> amplify -> fusion -> CDKN2A_loss,True,,
apop_buffer -> immortalize -> progenitor -> fusion -> CDKN2A_loss -> amplify,True,,
apop_buffer -> immortalize -> progenitor -> fusion -> amplify -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> amplify -> fusion -> immortalize,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> amplify -> immortalize -> fusion,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> fusion -> amplify -> immortalize,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> fusion -> immortalize -> amplify,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> immortalize -> amplify -> fusion,True,,
apop_buffer -> progenitor -> CDKN2A_loss -> immortalize -> fusion -> amplify,True,,
apop_buffer -> progenitor -> amplify -> CDKN2A_loss -> fusion -> immortalize,True,,
apop_buffer -> progenitor -> amplify -> CDKN2A_loss -> immortalize -> fusion,True,,
apop_buffer -> progenitor -> amplify -> fusion -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> progenitor -> amplify -> fusion -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> amplify -> immortalize -> CDKN2A_loss -> fusion,True,,
apop_buffer -> progenitor -> amplify -> immortalize -> fusion -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> fusion -> CDKN2A_loss -> amplify -> immortalize,True,,
apop_buffer -> progenitor -> fusion -> CDKN2A_loss -> immortalize -> amplify,True,,
apop_buffer -> progenitor -> fusion -> amplify -> CDKN2A_loss -> immortalize,True,,
apop_buffer -> progenitor -> fusion -> amplify -> immortalize -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> fusion -> immortalize -> CDKN2A_loss -> amplify,True,,
apop_buffer -> progenitor -> fusion -> immortalize -> amplify -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> immortalize -> CDKN2A_loss -> amplify -> fusion,True,,
apop_buffer -> progenitor -> immortalize -> CDKN2A_loss -> fusion -> amplify,True,,
apop_buffer -> progenitor -> immortalize -> amplify -> CDKN2A_loss -> fusion,True,,
apop_buffer -> progenitor -> immortalize -> amplify -> fusion -> CDKN2A_loss,True,,
apop_buffer -> progenitor -> immortalize -> fusion -> CDKN2A_loss -> amplify,True,,
apop_buffer -> progenitor -> immortalize -> fusion -> amplify -> CDKN2A_loss,True,,
fusion -> CDKN2A_loss -> amplify -> apop_buffer -> immortalize -> progenitor,True,,
fusion -> CDKN2A_loss -> amplify -> apop_buffer -> progenitor -> immortalize,True,,
fusion -> CDKN2A_loss -> amplify -> immortalize -> apop_buffer -> progenitor,True,,
fusion -> CDKN2A_loss -> amplify -> immortalize -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> amplify -> progenitor -> apop_buffer -> immortalize,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> amplify -> progenitor -> immortalize -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> apop_buffer -> amplify -> immortalize -> progenitor,True,,
fusion -> CDKN2A_loss -> apop_buffer -> amplify -> progenitor -> immortalize,True,,
fusion -> CDKN2A_loss -> apop_buffer -> immortalize -> amplify -> progenitor,True,,
fusion -> CDKN2A_loss -> apop_buffer -> immortalize -> progenitor -> amplify,True,,
fusion -> CDKN2A_loss -> apop_buffer -> progenitor -> amplify -> immortalize,True,,
fusion -> CDKN2A_loss -> apop_buffer -> progenitor -> immortalize -> amplify,True,,
fusion -> CDKN2A_loss -> immortalize -> amplify -> apop_buffer -> progenitor,True,,
fusion -> CDKN2A_loss -> immortalize -> amplify -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> immortalize -> apop_buffer -> amplify -> progenitor,True,,
fusion -> CDKN2A_loss -> immortalize -> apop_buffer -> progenitor -> amplify,True,,
fusion -> CDKN2A_loss -> immortalize -> progenitor -> amplify -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> immortalize -> progenitor -> apop_buffer -> amplify,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> amplify -> apop_buffer -> immortalize,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> amplify -> immortalize -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> apop_buffer -> amplify -> immortalize,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> apop_buffer -> immortalize -> amplify,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> immortalize -> amplify -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> CDKN2A_loss -> progenitor -> immortalize -> apop_buffer -> amplify,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> CDKN2A_loss -> apop_buffer -> immortalize -> progenitor,True,,
fusion -> amplify -> CDKN2A_loss -> apop_buffer -> progenitor -> immortalize,True,,
fusion -> amplify -> CDKN2A_loss -> immortalize -> apop_buffer -> progenitor,True,,
fusion -> amplify -> CDKN2A_loss -> immortalize -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> CDKN2A_loss -> progenitor -> apop_buffer -> immortalize,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> CDKN2A_loss -> progenitor -> immortalize -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> apop_buffer -> CDKN2A_loss -> immortalize -> progenitor,True,,
fusion -> amplify -> apop_buffer -> CDKN2A_loss -> progenitor -> immortalize,True,,
fusion -> amplify -> apop_buffer -> immortalize -> CDKN2A_loss -> progenitor,True,,
fusion -> amplify -> apop_buffer -> immortalize -> progenitor -> CDKN2A_loss,True,,
fusion -> amplify -> apop_buffer -> progenitor -> CDKN2A_loss -> immortalize,True,,
fusion -> amplify -> apop_buffer -> progenitor -> immortalize -> CDKN2A_loss,True,,
fusion -> amplify -> immortalize -> CDKN2A_loss -> apop_buffer -> progenitor,True,,
fusion -> amplify -> immortalize -> CDKN2A_loss -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> immortalize -> apop_buffer -> CDKN2A_loss -> progenitor,True,,
fusion -> amplify -> immortalize -> apop_buffer -> progenitor -> CDKN2A_loss,True,,
fusion -> amplify -> immortalize -> progenitor -> CDKN2A_loss -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> immortalize -> progenitor -> apop_buffer -> CDKN2A_loss,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> CDKN2A_loss -> apop_buffer -> immortalize,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> CDKN2A_loss -> immortalize -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> apop_buffer -> CDKN2A_loss -> immortalize,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> apop_buffer -> immortalize -> CDKN2A_loss,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> immortalize -> CDKN2A_loss -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> amplify -> progenitor -> immortalize -> apop_buffer -> CDKN2A_loss,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> apop_buffer -> CDKN2A_loss -> amplify -> immortalize -> progenitor,True,,
fusion -> apop_buffer -> CDKN2A_loss -> amplify -> progenitor -> immortalize,True,,
fusion -> apop_buffer -> CDKN2A_loss -> immortalize -> amplify -> progenitor,True,,
fusion -> apop_buffer -> CDKN2A_loss -> immortalize -> progenitor -> amplify,True,,
fusion -> apop_buffer -> CDKN2A_loss -> progenitor -> amplify -> immortalize,True,,
fusion -> apop_buffer -> CDKN2A_loss -> progenitor -> immortalize -> amplify,True,,
fusion -> apop_buffer -> amplify -> CDKN2A_loss -> immortalize -> progenitor,True,,
fusion -> apop_buffer -> amplify -> CDKN2A_loss -> progenitor -> immortalize,True,,
fusion -> apop_buffer -> amplify -> immortalize -> CDKN2A_loss -> progenitor,True,,
fusion -> apop_buffer -> amplify -> immortalize -> progenitor -> CDKN2A_loss,True,,
fusion -> apop_buffer -> amplify -> progenitor -> CDKN2A_loss -> immortalize,True,,
fusion -> apop_buffer -> amplify -> progenitor -> immortalize -> CDKN2A_loss,True,,
fusion -> apop_buffer -> immortalize -> CDKN2A_loss -> amplify -> progenitor,True,,
fusion -> apop_buffer -> immortalize -> CDKN2A_loss -> progenitor -> amplify,True,,
fusion -> apop_buffer -> immortalize -> amplify -> CDKN2A_loss -> progenitor,True,,
fusion -> apop_buffer -> immortalize -> amplify -> progenitor -> CDKN2A_loss,True,,
fusion -> apop_buffer -> immortalize -> progenitor -> CDKN2A_loss -> amplify,True,,
fusion -> apop_buffer -> immortalize -> progenitor -> amplify -> CDKN2A_loss,True,,
fusion -> apop_buffer -> progenitor -> CDKN2A_loss -> amplify -> immortalize,True,,
fusion -> apop_buffer -> progenitor -> CDKN2A_loss -> immortalize -> amplify,True,,
fusion -> apop_buffer -> progenitor -> amplify -> CDKN2A_loss -> immortalize,True,,
fusion -> apop_buffer -> progenitor -> amplify -> immortalize -> CDKN2A_loss,True,,
fusion -> apop_buffer -> progenitor -> immortalize -> CDKN2A_loss -> amplify,True,,
fusion -> apop_buffer -> progenitor -> immortalize -> amplify -> CDKN2A_loss,True,,
fusion -> immortalize -> CDKN2A_loss -> amplify -> apop_buffer -> progenitor,True,,
fusion -> immortalize -> CDKN2A_loss -> amplify -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> CDKN2A_loss -> apop_buffer -> amplify -> progenitor,True,,
fusion -> immortalize -> CDKN2A_loss -> apop_buffer -> progenitor -> amplify,True,,
fusion -> immortalize -> CDKN2A_loss -> progenitor -> amplify -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> CDKN2A_loss -> progenitor -> apop_buffer -> amplify,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> amplify -> CDKN2A_loss -> apop_buffer -> progenitor,True,,
fusion -> immortalize -> amplify -> CDKN2A_loss -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> amplify -> apop_buffer -> CDKN2A_loss -> progenitor,True,,
fusion -> immortalize -> amplify -> apop_buffer -> progenitor -> CDKN2A_loss,True,,
fusion -> immortalize -> amplify -> progenitor -> CDKN2A_loss -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> amplify -> progenitor -> apop_buffer -> CDKN2A_loss,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> apop_buffer -> CDKN2A_loss -> amplify -> progenitor,True,,
fusion -> immortalize -> apop_buffer -> CDKN2A_loss -> progenitor -> amplify,True,,
fusion -> immortalize -> apop_buffer -> amplify -> CDKN2A_loss -> progenitor,True,,
fusion -> immortalize -> apop_buffer -> amplify -> progenitor -> CDKN2A_loss,True,,
fusion -> immortalize -> apop_buffer -> progenitor -> CDKN2A_loss -> amplify,True,,
fusion -> immortalize -> apop_buffer -> progenitor -> amplify -> CDKN2A_loss,True,,
fusion -> immortalize -> progenitor -> CDKN2A_loss -> amplify -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> progenitor -> CDKN2A_loss -> apop_buffer -> amplify,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> progenitor -> amplify -> CDKN2A_loss -> apop_buffer,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> progenitor -> amplify -> apop_buffer -> CDKN2A_loss,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> progenitor -> apop_buffer -> CDKN2A_loss -> amplify,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> immortalize -> progenitor -> apop_buffer -> amplify -> CDKN2A_loss,False,3,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> amplify -> apop_buffer -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> amplify -> immortalize -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> apop_buffer -> amplify -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> apop_buffer -> immortalize -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> immortalize -> amplify -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> CDKN2A_loss -> immortalize -> apop_buffer -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> CDKN2A_loss -> apop_buffer -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> CDKN2A_loss -> immortalize -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> apop_buffer -> CDKN2A_loss -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> apop_buffer -> immortalize -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> immortalize -> CDKN2A_loss -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> amplify -> immortalize -> apop_buffer -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> CDKN2A_loss -> amplify -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> CDKN2A_loss -> immortalize -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> amplify -> CDKN2A_loss -> immortalize,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> amplify -> immortalize -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> immortalize -> CDKN2A_loss -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> apop_buffer -> immortalize -> amplify -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> CDKN2A_loss -> amplify -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> CDKN2A_loss -> apop_buffer -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> amplify -> CDKN2A_loss -> apop_buffer,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> amplify -> apop_buffer -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> apop_buffer -> CDKN2A_loss -> amplify,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
fusion -> progenitor -> immortalize -> apop_buffer -> amplify -> CDKN2A_loss,False,2,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> amplify -> apop_buffer -> fusion -> progenitor,True,,
immortalize -> CDKN2A_loss -> amplify -> apop_buffer -> progenitor -> fusion,True,,
immortalize -> CDKN2A_loss -> amplify -> fusion -> apop_buffer -> progenitor,True,,
immortalize -> CDKN2A_loss -> amplify -> fusion -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> amplify -> progenitor -> apop_buffer -> fusion,True,,
immortalize -> CDKN2A_loss -> amplify -> progenitor -> fusion -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> apop_buffer -> amplify -> fusion -> progenitor,True,,
immortalize -> CDKN2A_loss -> apop_buffer -> amplify -> progenitor -> fusion,True,,
immortalize -> CDKN2A_loss -> apop_buffer -> fusion -> amplify -> progenitor,True,,
immortalize -> CDKN2A_loss -> apop_buffer -> fusion -> progenitor -> amplify,True,,
immortalize -> CDKN2A_loss -> apop_buffer -> progenitor -> amplify -> fusion,True,,
immortalize -> CDKN2A_loss -> apop_buffer -> progenitor -> fusion -> amplify,True,,
immortalize -> CDKN2A_loss -> fusion -> amplify -> apop_buffer -> progenitor,True,,
immortalize -> CDKN2A_loss -> fusion -> amplify -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> fusion -> apop_buffer -> amplify -> progenitor,True,,
immortalize -> CDKN2A_loss -> fusion -> apop_buffer -> progenitor -> amplify,True,,
immortalize -> CDKN2A_loss -> fusion -> progenitor -> amplify -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> fusion -> progenitor -> apop_buffer -> amplify,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> progenitor -> amplify -> apop_buffer -> fusion,True,,
immortalize -> CDKN2A_loss -> progenitor -> amplify -> fusion -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> progenitor -> apop_buffer -> amplify -> fusion,True,,
immortalize -> CDKN2A_loss -> progenitor -> apop_buffer -> fusion -> amplify,True,,
immortalize -> CDKN2A_loss -> progenitor -> fusion -> amplify -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> CDKN2A_loss -> progenitor -> fusion -> apop_buffer -> amplify,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> CDKN2A_loss -> apop_buffer -> fusion -> progenitor,True,,
immortalize -> amplify -> CDKN2A_loss -> apop_buffer -> progenitor -> fusion,True,,
immortalize -> amplify -> CDKN2A_loss -> fusion -> apop_buffer -> progenitor,True,,
immortalize -> amplify -> CDKN2A_loss -> fusion -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> CDKN2A_loss -> progenitor -> apop_buffer -> fusion,True,,
immortalize -> amplify -> CDKN2A_loss -> progenitor -> fusion -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> apop_buffer -> CDKN2A_loss -> fusion -> progenitor,True,,
immortalize -> amplify -> apop_buffer -> CDKN2A_loss -> progenitor -> fusion,True,,
immortalize -> amplify -> apop_buffer -> fusion -> CDKN2A_loss -> progenitor,True,,
immortalize -> amplify -> apop_buffer -> fusion -> progenitor -> CDKN2A_loss,True,,
immortalize -> amplify -> apop_buffer -> progenitor -> CDKN2A_loss -> fusion,True,,
immortalize -> amplify -> apop_buffer -> progenitor -> fusion -> CDKN2A_loss,True,,
immortalize -> amplify -> fusion -> CDKN2A_loss -> apop_buffer -> progenitor,True,,
immortalize -> amplify -> fusion -> CDKN2A_loss -> progenitor -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> fusion -> apop_buffer -> CDKN2A_loss -> progenitor,True,,
immortalize -> amplify -> fusion -> apop_buffer -> progenitor -> CDKN2A_loss,True,,
immortalize -> amplify -> fusion -> progenitor -> CDKN2A_loss -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> fusion -> progenitor -> apop_buffer -> CDKN2A_loss,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> progenitor -> CDKN2A_loss -> apop_buffer -> fusion,True,,
immortalize -> amplify -> progenitor -> CDKN2A_loss -> fusion -> apop_buffer,False,5,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> progenitor -> apop_buffer -> CDKN2A_loss -> fusion,True,,
immortalize -> amplify -> progenitor -> apop_buffer -> fusion -> CDKN2A_loss,True,,
immortalize -> amplify -> progenitor -> fusion -> CDKN2A_loss -> apop_buffer,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> amplify -> progenitor -> fusion -> apop_buffer -> CDKN2A_loss,False,4,"death (DUX4/oncogene apoptosis, unbuffered)"
immortalize -> apop_buffer -> CDKN2A_loss -> amplify -> fusion -> progenitor,True,,
immortalize -> apop_buffer -> CDKN2A_loss -> amplify -> progenitor -> fusion,True,,
immortalize -> apop_buffer -> CDKN2A_loss -> fusion -> amplify -> progenitor,True,,
immortalize -> apop_buffer -> CDKN2A_loss -> fusion -> progenitor -> amplify,True,,
immortalize -> apop_buffer -> CDKN2A_loss -> progenitor -> amplify -> fusion,True,,
immortalize -> apop_buffer -> CDKN2A_loss -> progenitor -> fusion -> amplify,True,,
immortalize -> apop_buffer -> amplify -> CDKN2A_loss -> fusion -> progenitor,True,,
immortalize -> apop_buffer -> amplify -> CDKN2A_loss -> progenitor -> fusion,True,,
immortalize -> apop_buffer -> amplify -> fusion -> CDKN2A_loss -> progenitor,True,,
immortalize -> apop_buffer -> amplify -> fusion -> progenitor -> CDKN2A_loss,True,,
immortalize -> apop_buffer -> amplify -> progenitor -> CDKN2A_loss -> fusion,True,,
immortalize -> apop_buffer -> amplify -> progenitor -> fusion -> CDKN2A_loss,True,,
immortalize -> apop_buffer -> fusion -> CDKN2A_loss -> amplify -> progenitor,True,,
